UMAP1,UMAP2,UMAP3,Class,Original_Label
2.580417,6.966654,-1.3674583,Click,1
5.9028077,12.740943,9.175293,Click,1
5.9435725,12.867751,9.263559,Click,1
-2.2419088,5.302831,3.2764916,Click,1
1.782502,10.330211,4.4051256,Click,1
1.8705595,4.752281,-0.09705145,Click,1
1.2818384,2.2024324,3.8786304,Click,1
-1.4490427,-0.17531998,9.620325,Click,1
-1.4310385,-0.18116763,9.587354,Click,1
1.7048842,5.909875,-2.080833,Click,1
1.3348901,2.2603123,3.8338044,Click,1
-1.5679332,-1.3721516,9.4475765,Click,1
-1.8571368,-1.5663385,5.6678557,Click,1
-0.79657346,-3.2836468,6.0759654,Click,1
-1.4298222,-0.18866561,9.672928,Click,1
-1.5965027,3.2158196,3.8455637,Click,1
1.6399642,2.9520457,3.7427185,Click,1
-0.75593954,-3.3124866,6.0637712,Click,1
-0.6223809,-3.4184341,5.9923496,Click,1
-1.7161181,3.58614,3.874146,Click,1
-0.6033307,3.5161424,1.9704113,Click,1
1.7213867,5.1350064,0.521154,Click,1
-1.2571863,-2.6400151,5.8221574,Click,1
2.060727,2.3353276,3.5543242,Click,1
-1.554187,3.197862,3.7808278,Click,1
1.6229318,2.935374,3.7540646,Click,1
-0.76238364,-3.3090959,6.0646043,Click,1
-0.6374779,-3.4384995,5.9591103,Click,1
-1.4938294,-0.3208419,9.402028,Click,1
-0.5938257,3.4880204,1.9968272,Click,1
-3.3156552,-2.1556847,6.2483244,Click,1
-1.7558372,-2.0713143,6.702452,Click,1
-0.7518576,-1.1262715,11.004084,Click,1
-0.8002996,-1.2299883,11.001446,Click,1
-0.5286593,0.20263499,10.445051,Click,1
-0.5857379,0.7105248,11.113528,Click,1
-0.77251196,0.01533932,11.225974,Click,1
3.2324104,12.290696,6.3635073,Click,1
4.096441,8.859217,-0.6815176,Click,1
0.376108,4.2925086,1.3089008,Click,1
4.3610506,8.626599,-0.6682178,Click,1
-2.2652597,5.3578486,3.28616,Click,1
1.0229533,4.031358,0.06290847,Click,1
-2.2525785,5.3176847,3.2934108,Click,1
3.2280757,12.328888,6.404327,Click,1
3.6652517,9.197976,-0.75713235,Click,1
-1.293963,3.408657,3.3355517,Click,1
4.358782,8.655182,-0.6613329,Click,1
-1.8273476,4.4393377,3.5173423,Click,1
1.8817618,5.1565356,0.4409278,Click,1
-2.2707,5.34038,3.2913866,Click,1
-1.7611222,4.0308223,3.696741,Click,1
-2.7094884,0.13418394,6.6247125,Click,1
-1.6939373,-1.5469714,9.139789,Click,1
4.3161225,8.61792,-0.6846598,Click,1
-2.7398689,0.16389726,6.6088634,Click,1
5.840916,12.786039,9.310414,Click,1
1.7791415,10.340511,4.4029717,Click,1
1.8574445,10.332335,4.3928213,Click,1
5.7725544,12.853941,9.3516655,Click,1
5.8914466,12.861268,9.263244,Click,1
5.773282,12.874015,9.36988,Click,1
-2.3131719,5.381086,3.3225386,Click,1
2.5430212,7.020081,-1.4649811,Click,1
-0.7233625,0.48033583,10.825468,Click,1
-1.7499545,4.010404,3.7027183,Click,1
1.7095639,5.9166293,-2.0782182,Click,1
-3.0162623,-2.2688727,6.5107956,Click,1
4.2781377,8.613628,-0.67115355,Click,1
-2.725189,0.22934629,6.5888505,Click,1
5.943927,12.849693,9.219537,Click,1
1.8138578,10.376319,4.4122405,Click,1
1.8080422,10.360499,4.423786,Click,1
5.77304,12.856034,9.36587,Click,1
5.8820586,12.862897,9.270583,Click,1
5.771887,12.868935,9.356351,Click,1
-2.32202,5.3903074,3.3386264,Click,1
4.399061,8.582196,-0.7362877,Click,1
-1.4595473,-1.3263022,9.371211,Click,1
-1.5457171,-0.31717283,9.495983,Click,1
-1.5064527,-0.32677072,9.485823,Click,1
-1.3831704,-0.3037231,9.699367,Click,1
-1.5240387,-0.3958132,9.490394,Click,1
-1.5668702,-0.66743183,9.103009,Click,1
-1.5915595,-0.82983184,9.061694,Click,1
-3.344939,-1.143122,2.3366985,Click,1
-1.5619931,-0.58646846,9.2280035,Click,1
-1.1014193,-0.9725914,7.9005346,Click,1
-0.75301015,0.13109182,11.263024,Click,1
-0.61630756,-0.08850127,11.234388,Click,1
-0.6466871,-0.16511655,11.189396,Click,1
-1.9068006,-1.7928919,9.880634,Click,1
-1.3984447,3.3378158,3.5314426,Click,1
-0.5554346,3.9398386,1.8001194,Click,1
0.65885454,4.4560556,1.0884413,Click,1
1.8961232,5.280967,0.6868718,Click,1
1.4147749,3.1377685,3.6697474,Click,1
1.5746832,2.99405,3.7832243,Click,1
-1.730983,3.646966,3.867535,Click,1
-0.9865324,3.7199264,2.654654,Click,1
-3.3284674,-2.160886,6.213186,Click,1
-1.5468205,3.2075784,3.7734756,Click,1
-1.3049022,3.216451,3.5047684,Click,1
-1.1766722,3.6169329,2.9834714,Click,1
-1.3695489,3.3653684,3.4752274,Click,1
-0.5246866,3.9571455,1.7908014,Click,1
0.6890278,4.4766917,1.06106,Click,1
2.1468904,5.7376094,0.25699866,Click,1
0.87549406,4.258651,-0.16680007,Click,1
1.6295751,2.9211197,3.7369308,Click,1
4.237949,8.740108,-0.6248979,Click,1
-1.0295049,3.6921816,2.7135012,Click,1
-0.8067108,4.1496506,2.0160105,Click,1
-1.4986078,3.2104282,3.7261412,Click,1
-1.0567834,3.6756654,2.7675085,Click,1
-1.35451,3.3164546,3.497689,Click,1
3.254077,12.305165,6.377331,Click,1
0.99599344,4.0371947,0.06953877,Click,1
1.7522272,4.647988,-0.058829118,Click,1
-1.2159375,3.6270165,3.0387752,Click,1
1.0229577,4.0185366,0.05673733,Click,1
-0.90025085,4.5475326,1.2245253,Click,1
4.212448,8.767734,-0.70611167,Click,1
3.2471116,12.310716,6.37994,Click,1
1.4143887,3.1370971,3.6684291,Click,1
1.0532587,4.0425763,0.050084345,Click,1
-1.8113538,4.6050477,3.4412985,Click,1
0.978691,3.9925742,0.0074649244,Click,1
-0.9012074,4.5653872,1.2291667,Click,1
2.550805,6.9655695,-1.3873794,Click,1
5.95164,12.864355,9.272865,Click,1
1.0134745,4.040064,0.03979973,Click,1
4.1283445,8.806574,-0.6681211,Click,1
1.7581161,2.2939086,4.161763,Click,1
-1.7730716,4.09999,3.676796,Click,1
1.7297587,5.940435,-2.0828662,Click,1
-2.281489,5.3534045,3.2928963,Click,1
-1.9960194,5.0324507,3.288379,Click,1
2.3100426,6.785912,-1.6910698,Click,1
-1.7642192,4.5257277,3.4875672,Click,1
4.340212,8.664345,-0.6526211,Click,1
1.6945664,5.901023,-2.095834,Click,1
-1.2116808,3.626637,3.030694,Click,1
5.9746766,12.845763,9.270136,Click,1
0.8708959,4.2670603,-0.17631814,Click,1
5.739702,12.669211,9.1097145,Click,1
1.7828003,2.297721,4.142284,Click,1
-1.7487402,4.2481756,3.5760138,Click,1
1.7182094,5.9318757,-2.081277,Click,1
-2.28716,5.376104,3.2962973,Click,1
-1.9965938,5.0347204,3.2865443,Click,1
1.7623607,5.976935,-2.0336,Click,1
3.2096808,12.292032,6.3952026,Click,1
4.3592014,8.680581,-0.6752793,Click,1
1.72691,5.9345746,-2.1003306,Click,1
-1.7789925,4.106473,3.6793168,Click,1
1.019973,4.0356526,0.042948913,Click,1
-2.0184314,5.0234313,3.269585,Click,1
-1.5465817,3.1695168,3.7932217,Click,1
1.890273,5.219531,0.73433864,Click,1
4.2695374,8.668158,-0.6599763,Click,1
-1.6389508,-0.45130417,9.383395,Click,1
-2.7144527,0.17550002,6.61238,Click,1
1.7086581,5.1467648,0.48564804,Click,1
2.5927556,7.0864224,-1.4349066,Click,1
-0.9130805,4.5660243,1.2383391,Click,1
-2.7103043,-2.6743796,6.7922816,Click,1
-0.46400708,3.9785845,1.7403375,Click,1
1.7152768,2.288306,4.1883483,Click,1
0.3154137,4.272633,1.3391635,Click,1
1.0351493,4.0129714,0.06722168,Click,1
-1.9766102,5.0187554,3.2780252,Click,1
-1.1615357,3.6113153,2.9703918,Click,1
1.9076985,5.2290893,0.72300154,Click,1
4.1229715,8.787901,-0.65108365,Click,1
-1.6891239,-0.72399694,9.181431,Click,1
-2.691281,0.17191319,6.5773635,Click,1
2.5018928,6.6722517,-1.0097514,Click,1
4.318406,8.633958,-0.6581437,Click,1
-0.9210868,4.582809,1.2480812,Click,1
-2.7763987,-2.6563296,6.7732944,Click,1
-0.34812397,4.0376644,1.6501365,Click,1
2.025541,5.4829497,0.57812697,Click,1
1.4052695,3.152169,3.6557512,Click,1
3.2250693,12.313199,6.37568,Click,1
1.9150853,5.2361827,0.7608995,Click,1
0.34595382,4.272154,1.3474891,Click,1
1.7294699,5.9333014,-2.0477865,Click,1
3.7948995,9.043623,-0.72255063,Click,1
1.7832536,2.3106222,4.161858,Click,1
-0.98130256,3.7141504,2.6577504,Click,1
0.9988947,4.063618,0.023125282,Click,1
0.0077980687,4.208747,1.3605694,Click,1
-0.0031454575,4.1974983,1.3969947,Click,1
0.6677785,4.149843,0.5438549,Click,1
-0.9428229,4.6122556,1.1986284,Click,1
1.8693008,4.743991,-0.12585133,Click,1
1.6313322,2.9478188,3.7367616,Click,1
-1.3429387,-1.3010043,7.547657,Click,1
-0.57352966,3.6093495,1.9199682,Click,1
-0.9183121,3.7871819,2.5482914,Click,1
5.9710436,12.892493,9.2681675,Click,1
-2.2128017,5.276374,3.288601,Click,1
1.8885736,4.768209,-0.1198177,Click,1
1.6108102,2.9674063,3.7292502,Click,1
-1.871105,-0.04738529,6.0621715,Click,1
5.879177,12.731951,9.129585,Click,1
5.7875457,12.675542,9.084053,Click,1
4.364634,8.591034,-0.6255229,Click,1
1.787695,10.329099,4.413152,Click,1
-2.2645764,5.335318,3.2981117,Click,1
5.866323,12.751843,9.170893,Click,1
5.773345,12.674503,9.07874,Click,1
1.9509448,5.2864714,0.7375143,Click,1
1.8091315,10.360377,4.425924,Click,1
-2.2732475,5.3450794,3.2972176,Click,1
2.0473564,5.579423,0.4094509,Click,1
-1.4594772,-0.24391751,9.622642,Click,1
-1.7036426,3.5438082,3.8731794,Click,1
-2.3116536,5.3883395,3.3223011,Click,1
-1.1436977,-0.3547091,9.688678,Click,1
-0.62951314,-3.4119244,6.0016613,Click,1
-1.7575544,-1.47675,8.639207,Click,1
-3.2994561,-2.1412039,6.269832,Click,1
-0.61969495,-3.3973196,6.0121627,Click,1
-0.7277184,-3.3413727,6.057939,Click,1
-1.4707197,-0.49200663,9.319446,Click,1
-1.5222696,-0.2998923,9.566319,Click,1
-2.3615558,-1.2004895,10.397795,Click,1
0.8557592,4.148966,0.061500818,Click,1
-1.3733224,-0.7607716,9.126442,Click,1
-1.6345608,3.3270218,3.855835,Click,1
-2.3232253,5.40075,3.3374763,Click,1
-1.1310729,-0.3662476,9.516823,Click,1
-0.6204124,-3.4148338,5.998293,Click,1
-1.6632133,-0.4608985,9.551931,Click,1
1.0473837,3.9963646,0.0713745,Click,1
-0.61496687,-3.42003,5.9989934,Click,1
-1.7132016,3.578101,3.874528,Click,1
-0.78587145,-3.2975664,6.082567,Click,1
-1.6718377,-1.4108022,8.852601,Click,1
-1.7317415,-1.4557283,9.021915,Click,1
1.7019414,5.9087653,-2.0864568,Click,1
-1.0392667,3.6884918,2.7432048,Click,1
1.8678421,4.7393317,-0.11097968,Click,1
4.3541718,8.578881,-0.7129209,Click,1
-1.5632651,-0.27897137,9.577388,Click,1
1.9300098,5.2502794,0.74192476,Click,1
-0.9548233,3.738672,2.597425,Click,1
1.8562527,4.7358537,-0.086630285,Click,1
-0.98741776,3.704385,2.6562514,Click,1
1.7050658,5.9070745,-2.0732849,Click,1
4.408189,8.577015,-0.68308264,Click,1
-1.7027231,-0.3653515,9.610083,Click,1
1.9194247,5.238949,0.74843705,Click,1
-0.9549935,3.7457075,2.611045,Click,1
5.7302184,12.703996,9.17459,Click,1
-1.9872303,5.0361495,3.2644718,Click,1
5.7419667,12.680588,9.141617,Click,1
1.0225675,4.0182595,0.0555155,Click,1
1.20008,2.1651444,3.8851292,Click,1
-1.7468709,4.009531,3.7081857,Click,1
-1.7608413,4.31404,3.536301,Click,1
-0.49764138,3.9600828,1.7642524,Click,1
4.273226,8.6473675,-0.7074173,Click,1
1.4604285,3.0997562,3.700405,Click,1
5.957005,12.896587,9.29387,Click,1
1.7150681,5.9186974,-2.0690217,Click,1
-2.167523,5.2284884,3.276917,Click,1
5.7623415,12.713759,9.191259,Click,1
-1.970229,5.015086,3.27531,Click,1
5.718319,12.674416,9.149589,Click,1
1.0226249,4.014766,0.05545533,Click,1
1.271612,2.2294688,3.858824,Click,1
-1.7468812,4.0367265,3.7268345,Click,1
-1.767174,4.310241,3.5441246,Click,1
-0.008794264,4.184698,1.4310315,Click,1
4.20996,8.7366,-0.67366546,Click,1
1.4144276,3.134673,3.674318,Click,1
5.982789,12.893932,9.2787895,Click,1
2.2978024,6.7422967,-1.6828825,Click,1
-1.9942777,5.036538,3.2869413,Click,1
-0.492125,-0.09851208,10.971097,BP,2
-0.89492553,-0.093814,11.413706,BP,2
-1.2199683,-1.4334497,10.855297,BP,2
-0.54096645,-1.37469,10.917483,BP,2
-0.73404545,-1.5173715,10.9178095,BP,2
-1.099685,-1.8393707,10.539986,BP,2
-0.49795565,-1.2418387,10.824075,BP,2
-1.0596097,-1.5317384,10.855121,BP,2
-1.7399613,-1.7739708,9.965196,BP,2
-1.6824386,-2.1246414,8.68277,BP,2
-1.3384484,-2.5772727,9.5078335,BP,2
-1.3487333,-2.583321,9.391882,BP,2
2.1112764,5.7019553,0.31327724,BP,2
-1.3032665,-2.5093327,9.704054,BP,2
2.0411527,5.521871,0.50447243,BP,2
-1.3144388,-2.5807807,9.557384,BP,2
-0.63526046,-1.2058246,9.891333,BP,2
-0.5237433,-1.2000899,10.184429,BP,2
-1.6986398,-1.4453146,8.835574,BP,2
-1.2164619,-2.5340343,9.691848,BP,2
-0.9912431,-1.7687848,10.670157,BP,2
-1.5893346,-2.6391068,6.1942573,BP,2
-1.0608851,-2.5194883,8.858053,BP,2
-1.0345007,-2.805334,9.530765,BP,2
-1.6289243,-2.0592954,9.656058,BP,2
-1.1412346,-3.1809466,9.792164,BP,2
-1.0189549,-2.8879404,9.607195,BP,2
3.264338,12.29761,6.3548245,BP,2
-1.6602423,-1.5982496,7.860961,BP,2
-1.8052946,-1.9186287,8.704771,BP,2
-0.3821663,-1.2893019,10.023453,BP,2
-0.23235041,-1.4448477,10.765213,BP,2
-0.8085163,-1.4100436,10.972256,BP,2
2.167395,2.2324078,3.7467043,BP,2
-1.0103358,-1.4865385,9.59461,BP,2
-1.1900985,-1.6155301,10.750515,BP,2
2.0675159,5.6304655,0.38314205,BP,2
-1.2553581,-2.6436293,9.437264,BP,2
2.5846102,6.899182,-1.2776926,BP,2
-1.762706,-0.7971205,10.996733,BP,2
2.0228226,5.4652557,0.5815227,BP,2
2.01144,5.437846,0.6097878,BP,2
7.730905,14.136768,9.214087,BP,2
-1.4448886,-1.9664032,6.8389416,BP,2
6.3612084,13.0637045,9.164159,BP,2
-2.9959126,-1.9863892,3.4502966,BP,2
-1.2230859,-1.5143741,10.606616,BP,2
-1.3878077,-1.9784296,9.170648,BP,2
2.1539297,5.750873,0.19042967,BP,2
-1.6956528,-2.040097,8.840877,BP,2
-2.1768103,-1.71536,5.563429,BP,2
2.0844524,5.611957,0.4436758,BP,2
-0.9848026,-1.4566257,9.667705,BP,2
-0.45869434,0.5361723,10.658428,BP,2
-2.47105,-1.1337054,10.567182,BP,2
3.6080518,9.05438,-0.70760685,BP,2
-1.1538092,-1.5386534,10.733488,BP,2
-0.33177274,-1.181958,10.703461,BP,2
-2.1181915,-1.3809959,10.433347,BP,2
3.2695215,12.280906,6.350734,BP,2
-1.5609957,-1.623791,9.48755,BP,2
-0.4165685,-1.2490151,10.256547,BP,2
-2.3249705,-1.3612384,10.12229,BP,2
6.1269355,12.83108,8.937634,BP,2
-2.4633086,-1.2117674,10.173477,BP,2
6.371501,13.062589,9.1551695,BP,2
-1.6107517,-1.6219214,7.938264,BP,2
-0.46525532,-0.897942,9.723697,BP,2
-0.7453131,-1.4259684,10.765844,BP,2
-0.41002247,-1.4753276,10.216373,BP,2
-0.42393103,-1.4813068,10.7004795,BP,2
-1.1178813,-1.4579414,7.617644,BP,2
-0.46830308,-1.548565,10.141934,BP,2
-0.22900453,-1.464079,10.689812,BP,2
-0.45704374,-1.4980364,10.741504,BP,2
6.1328497,12.770321,8.808922,BP,2
-1.9076079,-0.92871016,10.831084,BP,2
6.173208,12.841116,8.900917,BP,2
-1.7839857,-1.294735,10.601855,BP,2
6.214112,12.890139,8.878296,BP,2
-1.9004424,-1.2864739,10.376691,BP,2
-0.6702327,-1.1860386,9.391654,BP,2
-0.919096,-1.6961939,9.514631,BP,2
-1.7588384,-1.813464,10.037121,BP,2
-0.47866213,-1.3714721,10.007349,BP,2
-0.79526967,-1.7852615,10.619948,BP,2
-1.8160224,-1.7390758,9.949894,BP,2
-1.4520308,-2.4913607,6.2862344,BP,2
-1.0482278,-2.6491907,9.972086,BP,2
-1.2491121,-1.6109518,10.729771,BP,2
-1.0617195,-2.548915,8.892732,BP,2
-0.9934635,-2.8132613,9.620587,BP,2
-0.9818505,-2.601538,9.904379,BP,2
-3.3174336,-1.0577861,2.4310415,BP,2
-1.0510097,-2.6905146,9.235458,BP,2
-1.3418908,-2.5363967,9.526305,BP,2
-0.4428102,-0.15615395,9.756051,BP,2
-0.59784496,-0.053526822,10.869573,BP,2
-0.6284038,0.19571124,10.8126955,BP,2
-0.30852777,-1.079804,10.6891985,BP,2
-0.31284884,-1.2492331,10.814489,BP,2
-0.24800175,-1.3575228,10.813219,BP,2
-0.29193577,-1.2009673,10.415833,BP,2
-0.45323303,-1.355322,10.78151,BP,2
-0.34844115,-1.5238459,10.821992,BP,2
-0.26472336,-1.3953847,10.706353,BP,2
-1.9446671,-1.4915413,10.508605,BP,2
-0.20979391,-1.4253632,10.718462,BP,2
-1.9403238,-1.3942782,10.502553,BP,2
2.1156495,5.6753616,0.35437053,BP,2
2.0699348,2.1716313,3.9938426,BP,2
-2.776681,-2.6592329,6.3418555,BP,2
-0.572548,-1.3689141,10.108323,BP,2
-1.3921407,-2.4892657,9.946836,BP,2
-1.4762301,-2.1917806,8.066025,BP,2
-0.2809881,-1.2248468,10.561676,BP,2
1.9847711,5.4025216,0.5941726,BP,2
1.8621333,10.418989,4.4744463,BP,2
5.8989024,12.84314,9.2478485,BP,2
-2.1586194,-1.2932348,10.499666,BP,2
-0.82584304,-1.714269,10.773383,BP,2
-1.2026588,-2.1139257,8.218078,BP,2
-1.337899,-1.9841813,8.830325,BP,2
-1.7482831,-1.9134138,7.8858156,BP,2
-1.4717923,-1.8576286,7.7622786,BP,2
-1.182896,-2.592438,9.153121,BP,2
-1.0587953,-2.0955122,9.047164,BP,2
-0.7815616,-1.9620662,10.005957,BP,2
-0.7431019,-1.8266399,10.484917,BP,2
-0.6718326,-1.7317358,10.71153,BP,2
-1.0349668,-1.4926249,7.7728133,BP,2
-1.0845791,-2.562018,9.623178,BP,2
-0.7178514,-1.7296478,10.079749,BP,2
-0.53306526,-1.6933099,10.410482,BP,2
-1.6418589,-1.7574618,10.0253935,BP,2
-1.5475689,-1.9085371,7.9085875,BP,2
-1.5148187,-2.275005,6.6587505,BP,2
-1.9160209,-1.6904246,8.793669,BP,2
-2.1336353,-1.7241579,5.206465,BP,2
-2.3035717,-1.5810643,4.8613358,BP,2
-0.6221931,-1.8012162,10.225031,BP,2
-0.24571748,-1.5020115,10.708481,BP,2
-1.5199482,-1.6591401,9.974506,BP,2
-1.1766328,-1.777472,7.494955,BP,2
-1.2472123,-1.7837994,7.158998,BP,2
-2.4795754,-2.4861686,7.0149455,BP,2
-0.8941714,-1.2081621,7.913446,BP,2
-1.4806412,-1.783373,7.8569055,BP,2
-1.7436506,-2.5394382,6.0707397,BP,2
-1.8256499,-1.6367052,10.313481,BP,2
6.1282167,12.866998,9.036919,BP,2
-1.4136785,-0.71486336,8.8864975,BP,2
-1.858484,-1.2897899,10.147587,BP,2
-1.4215224,-2.1252851,6.698844,BP,2
-1.3696914,-2.258607,7.4473658,BP,2
-1.3388258,-2.117825,9.051142,BP,2
-0.6310505,-1.0073916,10.681182,BP,2
-0.6828586,0.24702254,10.735728,BP,2
-2.2433612,-1.2827325,10.518869,BP,2
-0.5113934,-0.5132798,9.540756,BP,2
-0.4847367,-1.2365217,10.105836,BP,2
-1.112149,-2.5694997,9.748215,BP,2
-1.0546831,-2.7385538,9.503332,BP,2
-0.9381854,-2.5843756,9.935673,BP,2
-0.6119412,-1.6001931,10.846632,BP,2
-1.1252184,-2.2565703,10.143347,BP,2
-1.0011929,-2.5250132,9.058894,BP,2
4.2225647,8.789452,-0.6152349,BP,2
-1.1179736,-2.7753193,9.434552,BP,2
-1.0693141,-2.754034,9.425829,BP,2
-0.97207004,-2.7386339,9.659692,BP,2
-0.7563548,-1.905697,10.433256,BP,2
-1.8026994,-1.7474318,9.947222,BP,2
-2.1381602,-1.7702508,5.1191487,BP,2
0.9030985,4.149284,-0.06762366,BP,2
7.1134157,13.612594,9.21987,BP,2
6.590408,13.236497,9.209813,BP,2
-2.4302304,-2.164241,4.71715,BP,2
2.619697,6.849286,-1.236461,BP,2
-1.2184153,-1.7403339,7.6451993,BP,2
-0.49139914,-1.4516121,9.874116,BP,2
-0.44057468,-1.4877274,10.055297,BP,2
2.6405575,6.8205814,-1.2546079,BP,2
-3.2544088,-1.5012039,2.4383843,BP,2
-0.97259444,-1.2872347,7.667954,BP,2
-0.9516775,-1.1004132,7.7945843,BP,2
6.0681243,12.790381,8.957618,BP,2
-1.3077898,-0.24518405,9.533085,BP,2
-1.1978129,-0.3697134,11.227446,BP,2
3.2787745,12.244358,6.311867,BP,2
-0.24845414,-1.4300864,10.77779,BP,2
-0.995862,-1.5259933,10.865418,BP,2
3.584497,9.170819,-0.72950184,BP,2
-0.42997646,-1.3967361,10.594824,BP,2
-1.6797299,-1.2635627,10.626515,BP,2
2.1590085,5.645107,0.05789617,BP,2
3.5960274,9.225852,-0.7661914,BP,2
-0.48851192,-0.9093108,10.73304,BP,2
-1.8361124,-1.453725,10.608702,BP,2
4.112574,8.853913,-0.6849713,BP,2
-0.28621358,-1.1373874,10.576747,BP,2
-1.7452961,-1.4019,10.645679,BP,2
2.1283746,10.815294,4.73963,BP,2
7.732244,14.141278,9.1806555,BP,2
2.6430354,6.9535537,-1.251793,BP,2
-1.4476423,-2.0106542,6.494359,BP,2
2.72969,7.124165,-1.2322465,BP,2
-1.8641442,-1.4381404,10.549233,BP,2
3.5379298,9.32655,-0.81481475,BP,2
-0.82114226,-1.320084,7.966253,BP,2
2.7247212,7.0958514,-1.2093008,BP,2
2.650328,7.025714,-1.2762945,BP,2
-1.8581575,-1.598665,9.503701,BP,2
7.7385707,14.146634,9.180666,BP,2
-0.91107893,4.5883584,1.2070236,BP,2
-1.4304051,-2.1155407,8.936381,BP,2
6.1770344,13.002702,9.275743,BP,2
6.7512865,13.351079,9.212549,BP,2
-1.6027492,-2.0311828,6.3478656,BP,2
6.7814484,13.375659,9.208548,BP,2
-2.9748573,-2.121615,3.6088824,BP,2
-1.7785007,-1.9392025,9.789718,BP,2
-0.2440047,-1.1807563,10.586796,BP,2
-0.6672642,-1.6984569,10.756739,BP,2
-0.7933594,-2.0920835,9.55631,BP,2
-0.95282024,-2.5552595,9.919205,BP,2
-0.7648576,-1.1524327,8.225815,BP,2
-0.80993617,-1.5744321,9.721622,BP,2
-1.431741,-1.7702035,8.759278,BP,2
-1.9461777,-2.2083085,5.782702,BP,2
-1.4131194,-1.8712045,9.073979,BP,2
-0.6808743,-1.2460989,10.532368,BP,2
-0.90158415,-1.5771604,10.121659,BP,2
-1.8799678,-1.5616074,10.347681,BP,2
2.0306473,5.4972386,0.55186313,BP,2
-1.056433,-1.0296643,11.196606,BP,2
-1.8261949,-1.8529961,10.130673,BP,2
1.8205116,10.3874445,4.44866,BP,2
-0.41775343,-1.4678768,10.075715,BP,2
-0.2449402,-1.5351288,10.749329,BP,2
-1.9157082,-1.4226377,10.324226,BP,2
-1.2687775,-0.14964013,9.603422,BP,2
-0.60363245,0.16920847,10.738551,BP,2
-2.444442,-1.2320395,10.08326,BP,2
-0.2554268,-1.1604481,10.623049,BP,2
-0.81655157,-1.3375428,10.677263,BP,2
-0.2795598,-1.274748,10.6807165,BP,2
-0.669123,-1.2919291,10.632275,BP,2
-0.50249285,0.6916282,10.86105,BP,2
-0.5889917,0.63302827,10.720467,BP,2
-1.9851213,-1.003217,10.353815,BP,2
-1.7030648,-1.4482182,8.850141,BP,2
-0.8070059,0.22287273,10.777386,BP,2
-2.3968894,-1.0950816,10.594195,BP,2
-1.5832146,-1.9668145,8.655532,BP,2
-2.388683,-1.1680571,9.972551,BP,2
-0.5327791,0.21768607,10.263499,BP,2
-0.9804969,-0.05192926,11.4141035,BP,2
-0.5400049,-1.01787,10.683548,BP,2
-0.6953819,-0.17824233,11.176252,BP,2
-0.45583624,0.5047537,10.567455,BP,2
-0.8051246,0.33822533,11.4057045,BP,2
-1.0544713,-0.20643121,11.339613,BP,2
-0.8263139,-0.4716851,10.851363,BP,2
-0.8046081,-0.65681654,11.271371,BP,2
-1.1432016,-0.7041834,11.30799,BP,2
-0.82405305,0.29421738,11.430247,BP,2
-1.2886995,-0.3342189,11.328867,BP,2
-1.3114386,-0.79261935,7.402619,BP,2
-0.8064234,0.30360228,10.738122,BP,2
-0.9223211,-0.39685893,11.375033,BP,2
-1.4145339,-2.533888,9.933563,BP,2
-0.66365856,0.26759693,10.712846,BP,2
-0.84077567,0.37415996,11.333365,BP,2
-0.5661315,-0.3452894,9.707193,BP,2
-0.57128745,-0.13356768,10.924702,BP,2
-1.0833843,-0.7049272,11.323015,BP,2
-1.777048,-2.0293846,10.056517,BP,2
3.2914617,12.272258,6.34493,BP,2
-0.59629494,-0.14653999,10.90904,BP,2
-1.3244228,-1.1753738,11.014069,BP,2
-0.7255357,-0.038758047,10.214065,BP,2
-1.4473653,-1.6609678,6.4752607,BP,2
3.1391373,7.6857834,-1.0475427,BP,2
-1.2181841,-0.25871557,11.361723,BP,2
-0.49378565,0.120949455,10.11103,BP,2
-0.48043403,0.63989687,10.783676,BP,2
-0.8907894,0.2115334,11.317189,BP,2
-0.563362,0.6914186,10.957075,BP,2
-2.0954332,-1.3257074,8.20224,BP,2
3.130879,7.6430006,-1.058205,BP,2
-0.840214,0.32141075,11.403951,BP,2
-0.535163,-1.0214813,9.782453,BP,2
-3.0027783,-2.025724,3.417847,BP,2
-0.51594335,0.38794428,10.42191,BP,2
-0.87428904,0.04109797,11.197224,BP,2
-0.7248005,-0.5971782,11.214533,BP,2
-1.0086687,-1.4851214,11.002704,BP,2
-0.47767365,0.6953521,10.834192,BP,2
-0.7114402,0.5495666,11.270023,BP,2
-0.79911387,0.26250595,11.476376,BP,2
-0.77419823,-0.25168106,11.109345,BP,2
-0.5786036,-1.569697,10.193117,BP,2
-0.68062395,-0.97586125,10.835433,BP,2
-1.0206556,-1.1835393,11.072441,BP,2
-1.2130682,-0.74188024,11.297426,BP,2
-0.4835742,0.3282762,10.351971,BP,2
-0.55597204,0.7440549,11.082225,BP,2
-0.8620215,0.3133771,11.373736,BP,2
-1.3273423,-0.37536228,11.341371,BP,2
-1.3466272,-0.19549298,9.580745,BP,2
-0.60153264,0.7204581,10.965535,BP,2
-0.8136855,-0.37329152,10.478084,BP,2
-2.423414,-1.3215001,10.062005,BP,2
-1.4422655,-1.904788,6.53424,BP,2
-0.48176888,-0.17568699,9.681508,BP,2
-1.6371493,-1.7548448,8.53275,BP,2
-1.5619054,-1.8424766,7.8897014,BP,2
6.1266885,12.774639,8.803377,BP,2
